,text,language
2484,"

‘Because,’ said the milkman, going on as if he had received no answer,
and speaking, as I judged from his tone, rather for the edification of
somebody within the house, than of the youthful servant--an
impression which was strengthened by his manner of glaring down the
passage--‘because that there little bill has been running so long, that
I begin to believe it’s run away altogether, and never won’t be heerd
of",english
2485,"

She was very kind to me.  She kept me there all day, and left me alone
sometimes; and I cried, and wore myself to sleep, and awoke and
cried again.  When I could cry no more, I began to think; and then the
oppression on my breast was heaviest, and my grief a dull pain that
there was no ease for",english
2486,"

Il suivit un corridor, traversa un grand salon, entra dans une
bibliothèque, et se trouva en face d’un homme assis devant un bureau et
qui écrivait.  Au bout d’un
instant, le poète ferma son manuscrit sur la couverture duquel était
écrit: MIRAME, _tragédie en cinq actes_, et leva la tête",french
2487," Peggotty’s inquiring why, rumpled her hair all over her face to hide
it, and could do nothing but laugh. 

‘A little puss, it is!’ said Mr.  Peggotty, patting her with his great
hand. 

‘So sh’ is! so sh’ is!’ cried Ham",english
2488,"

D’Artagnan était là depuis cinq minutes à peine, lorsque M.  de Tréville
entra. 

«Vous m’avez fait demander, mon jeune ami? dit M.  de Tréville. 

— Que dites-vous là? demanda M.  de Tréville en regardant tout autour de
lui s’ils étaient bien seuls, et en ramenant son regard interrogateur
sur d’Artagnan",french
2489," Elle raconta que Lord de Winter n’était que son
beau-frère et non son frère: elle avait épousé un cadet de famille qui
l’avait laissée veuve avec un enfant.  Cet enfant était le seul héritier
de Lord de Winter, si Lord de Winter ne se mariait point",french
2490," But oh, what a clammy hand his
was! as ghostly to the touch as to the sight! I rubbed mine afterwards,
to warm it, AND TO RUB HIS OFF. 

It was such an uncomfortable hand, that, when I went to my room, it was
still cold and wet upon my memory",english
2491,"

— Quand je dis riche, reprit la procureuse, qui vit qu’elle s’était
laissé entraîner trop loin, il ne faut pas prendre le mot au pied de la
lettre. 

— Allez donc avec votre belle duchesse! je ne vous retiens plus",french
2492,"

Le carrosse partit et laissa les deux hommes en face l’un de l’autre,
aucun obstacle matériel ne les séparant plus. 

Le cavalier fit un mouvement pour suivre la voiture; mais d’Artagnan,
dont la colère déjà bouillante s’était encore augmentée en
reconnaissant en lui l’Anglais qui, à Amiens, lui avait gagné son
cheval et avait failli gagner à Athos son diamant, sauta à la bride et
l’arrêta",french
2493,"

The opening of the little door in the panelled wall made me start and
turn.  Her beautiful serene eyes met mine as she came towards me.  She
stopped and laid her hand upon her bosom, and I caught her in my arms",english
2494,"

— Ah! fit Rochefort avec un sourire, voilà un hasard bien heureux! et
qui satisfera Son Éminence! L’avez-vous prévenue?

— Je lui ai écrit de Boulogne.  Mais comment êtes-vous ici?

— Son Éminence, inquiète, m’a envoyé à votre recherche",french
2495,"

— Eh! monsieur! s’écria un garçon d’écurie courant après l’inconnu, eh!
monsieur, voilà un papier qui s’est échappé de votre chapeau! Eh!
monsieur! eh!

— Mon ami, dit d’Artagnan, une demi-pistole pour ce papier!

— Ma foi, monsieur, avec grand plaisir! le voici!

Le garçon d’écurie, enchanté de la bonne journée qu’il avait faite,
rentra dans la cour de l’hôtel: d’Artagnan déplia le papier",french
2496,"

En effet, le rêve du pauvre Bazin avait toujours été de servir un homme
d’Église, et il attendait avec impatience le moment sans cesse entrevu
dans l’avenir où Aramis jetterait enfin la casaque aux orties pour
prendre la soutane",french
2497," Barkis,
with a slow rheumatic smile. 

‘Ah! Mr.  Barkis, we had some grave talks about that matter, hadn’t we?’

‘I was willin’ a long time, sir?’ said Mr. ’

Mr.  Barkis turned his eyes upon me, as if for my assent to this result
of his reflections in bed; and I gave it",english
2498," It disturbed the
Doctor too, for when I went back to replace the candle I had taken from
the table, he was patting her head, in his fatherly way, and saying he
was a merciless drone to let her tempt him into reading on; and he would
have her go to bed",english
2499,"’

‘I’m told the dumplings is uncommon fine down there,’ said William. 

I was not aware of it myself, but I felt it necessary to uphold the
institutions of my county, and to evince a familiarity with them; so I
shook my head, as much as to say, ‘I believe you!’

‘And the Punches,’ said William",english
2500," At length, however,
he got better, though he still panted hard, and was so exhausted that he
was obliged to sit on the stool of the shop-desk. 

‘You see,’ he said, wiping his head, and breathing with difficulty, ‘she
hasn’t taken much to any companions here; she hasn’t taken kindly to
any particular acquaintances and friends, not to mention sweethearts",english
2501,"

Louis XIII mettait déjà la main sur le bouton de la porte; au bruit que
fit M.  de Tréville en entrant, il se retourna. 

«Vous arrivez bien, monsieur, dit le roi, qui, lorsque ses passions
étaient montées à un certain point, ne savait pas dissimuler, et j’en
apprends de belles sur le compte de vos mousquetaires",french
2502,"
D’Artagnan prit congé de Milady et sortit du salon le plus heureux des
hommes. 

Sur l’escalier il rencontra la jolie soubrette, laquelle le frôla
doucement en passant, et, tout en rougissant jusqu’aux yeux, lui
demanda pardon de l’avoir touché, d’une voix si douce, que le pardon
lui fut accordé à l’instant même",french
2503,"

— Hélas! dit Milady, je le crois: la reine est si bonne. 

— Oh! vous la connaissez donc, cette belle et noble reine, que vous
parlez d’elle ainsi! s’écria la novice avec enthousiasme.  de
Putange; j’ai connu en Angleterre M",french
2504,"

‘Walking about?’ repeated Mr.  Dick.  ‘Let me see, I must recollect a bit. ’

‘And did he frighten my aunt again?’

‘All of a shiver,’ said Mr.  Dick, counterfeiting that affection and
making his teeth chatter",english
2505,"’

The calm fervour of her cheerful voice brought back so vividly, first
the dear old house itself, and then my solitary home, that my heart was
too full for speech.  Traddles pretended for a little while to be busily
looking among the papers",english
2506," Wickfield came back,
after a pretty long absence.  They were not so successful as I could have
wished; for though the advantages of the school were undeniable, my aunt
had not approved of any of the boarding-houses proposed for me",english
2507," Wickfield’s dinner-hour, I had mustered
up my spirits again, and was ready for my knife and fork.  The cloth was
only laid for us two; but Agnes was waiting in the drawing-room before
dinner, went down with her father, and sat opposite to him at table",english
2508," From the first moment of
her dark eyes resting on me, I saw she knew I was the bearer of evil
tidings.  The scar sprung into view that instant.  She withdrew herself
a step behind the chair, to keep her own face out of Mrs",english
2509," Creakle’s sacred head. 

Poor Traddles! In a tight sky-blue suit that made his arms and legs like
German sausages, or roly-poly puddings, he was the merriest and most
miserable of all the boys.  He was always being caned--I think he was
caned every day that half-year, except one holiday Monday when he was
only ruler’d on both hands--and was always going to write to his uncle
about it, and never did",english
2510," You are going
out, Micawber, to this distant clime, to strengthen, not to weaken, the
connexion between yourself and Albion. ’

‘The connexion in question, my love,’ rejoined Mr.  Micawber, ‘has not
laid me, I repeat, under that load of personal obligation, that I am at
all sensitive as to the formation of another connexion",english
2511,"
She repeated it to herself, two or three times, in a low tone.  Then,
addressing me, she said, with enforced calmness:

‘My son is ill. ’

‘Very ill. ’

‘You have seen him?’

‘I have.  Steerforth might not be induced to look behind her, and read,
plainly written, what she was not yet prepared to know, I met her look
quickly; but I had seen Rosa Dartle throw her hands up in the air with
vehemence of despair and horror, and then clasp them on her face",english
2512," Then she
would take up a pen, and begin to write, and find a hair in it.  Then
she would take up another pen, and begin to write, and find that it
spluttered. 

Or, if she were in a very sedate and serious state of mind, she would
sit down with the tablets, and a little basket of bills and other
documents, which looked more like curl-papers than anything else, and
endeavour to get some result out of them",english
2513," I was chubby
myself, and ought to know.  I am sure when I think of the fellow now, my
blood rises against him with the disinterested indignation I should
feel if I could have known all about him without having ever been in his
power; but it rises hotly, because I know him to have been an incapable
brute, who had no more right to be possessed of the great trust he held,
than to be Lord High Admiral, or Commander-in-Chief--in either of
which capacities it is probable that he would have done infinitely less
mischief",english
2514,"

Les interrogatoires, précédés d’une perquisition minutieuse opérée sur
la personne arrêtée, étaient presque toujours ainsi conçus:

«Mme Bonacieux vous a-t-elle remis quelque chose pour son mari ou pour
quelque autre personne?

— M",french
2515,"

Au bruit qu’il fit en repoussant le verrou, Milady se retourna. 

Athos était debout devant la porte, enveloppé dans son manteau, son
chapeau rabattu sur ses yeux. 

En voyant cette figure muette et immobile comme une statue, Milady eut
peur",french
2516,"

When we had dined, we went upstairs again, where everything went on
exactly as on the previous day.  Agnes set the glasses and decanters in
the same corner, and Mr.  Wickfield sat down to drink, and drank a good
deal",english
2517,"

Resté seul, le cardinal s’assit de nouveau, écrivit une lettre qu’il
cacheta de son sceau particulier, puis il sonna.  L’officier entra pour
la quatrième fois. 

«Faites-moi venir Vitray, dit-il, et dites-lui de s’apprêter pour un
voyage",french
2518,"
The winds you are going to tempt, have wafted thousands upon thousands
to fortune, and brought thousands upon thousands happily back. ’

‘It’s an affecting thing,’ said Mrs.  Markleham--‘however it’s viewed,
it’s affecting, to see a fine young man one has known from an infant,
going away to the other end of the world, leaving all he knows behind,
and not knowing what’s before him",english
2519,"

‘Nor from me?’ said Mr.  Spenlow. 

No, I replied with the profoundest respect; nor from him. 

‘Very well!’ said Mr.  Spenlow. 

A silence succeeding, I was undecided whether to go or stay.  At length
I was moving quietly towards the door, with the intention of saying that
perhaps I should consult his feelings best by withdrawing: when he said,
with his hands in his coat pockets, into which it was as much as he
could do to get them; and with what I should call, upon the whole, a
decidedly pious air:

‘You are probably aware, Mr",english
2520,"»

«Et maintenant, madame, à vous revoir. 

Une idée terrible lui vint alors, c’est que Lord de Winter enverrait
peut-être Felton lui-même pour faire signer l’ordre à Buckingham; de
cette façon Felton lui échappait, et pour que la prisonnière réussît il
fallait la magie d’une séduction continue",french
2521,"

— Lequel? demanda d’Artagnan. 

— Vous, Aramis, s’écrièrent les trois amis, vous, et comment cela?

— Par l’aumônier de la reine, avec lequel je suis fort lié…», dit
Aramis en rougissant. 

Et sur cette assurance, les quatre amis, qui avaient achevé leur
modeste repas, se séparèrent avec promesse de se revoir le soir même:
d’Artagnan retourna aux Minimes, et les trois mousquetaires
rejoignirent le quartier du roi, où ils avaient à faire préparer leur
logis",french
2522,"
PORTHOS


Au lieu de rentrer chez lui directement, d’Artagnan mit pied à terre à
la porte de M.  de Tréville, et monta rapidement l’escalier.  Cette fois,
il était décidé à lui raconter tout ce qui venait de se passer",french
2523,"

‘Mr.  I speak,’ said Miss Mills, ‘from experience of the past--the
remote, irrevocable past.  The gushing fountains which sparkle in the
sun, must not be stopped in mere caprice; the oasis in the desert of
Sahara must not be plucked up idly",english
2524," The venerable cathedral towers, and the old jackdaws and
rooks whose airy voices made them more retired than perfect silence
would have done; the battered gateways, one stuck full with statues,
long thrown down, and crumbled away, like the reverential pilgrims
who had gazed upon them; the still nooks, where the ivied growth of
centuries crept over gabled ends and ruined walls; the ancient houses,
the pastoral landscape of field, orchard, and garden; everywhere--on
everything--I felt the same serener air, the same calm, thoughtful,
softening spirit",english
2525," À Neufchâtel, entrez
à l’auberge de la _Herse d’Or_, donnez le mot d’ordre à l’hôtelier, et
vous trouverez comme ici un cheval tout sellé. 

— Dois-je quelque chose? demanda d’Artagnan. 

— Tout est payé, dit l’hôte, et largement",french
2526," We went downstairs, one behind another.  Near
the bottom, somebody fell, and rolled down.  Somebody else said it was
Copperfield.  I was angry at that false report, until, finding myself on
my back in the passage, I began to think there might be some foundation
for it",english
2527,"

Mr. 

As soon as I and my box were in the cart, and the carrier seated, the
lazy horse walked away with us all at his accustomed pace. 

‘I gave your message, Mr.  Barkis,’ I said: ‘I wrote to Peggotty",english
2528," A more
outrageous person I never did see.  Her conduct was surprisingly bad.  She
had no more gratitude, no more feeling, no more patience, no more reason
in her, than a stock or a stone.  If I hadn’t been upon my guard, I am
convinced she would have had my blood",english
2529," Will you give me your opinion of it?’

‘I will,’ said Mr.  Omer, rising.  ‘My dear’; and he stopped and turned to
me: ‘would you like to see your--’

‘No, father,’ Minnie interposed. 

‘I thought it might be agreeable, my dear,’ said Mr",english
2530,"

— Pardon de m’être joint à vos persécuteurs. »

Milady lui tendit la main. 

«Si belle, si jeune!» s’écria Felton en couvrant cette main de baisers. 

Milady laissa tomber sur lui un de ces regards qui d’un esclave font un
roi",french
2531," I set down this remembrance here, because it is an instance to
myself of the manner in which I fitted my old books to my altered life,
and made stories for myself, out of the streets, and out of men and
women; and how some main points in the character I shall unconsciously
develop, I suppose, in writing my life, were gradually forming all this
while",english
2532,"

— Oui, monsieur, dit d’Artagnan, et vous me pardonnerez, je l’espère,
de vous avoir dérangé, quand vous saurez de quelle chose importante il
est question. 

— Dites alors, je vous écoute. 

— Il ne s’agit de rien de moins, dit d’Artagnan, en baissant la voix,
que de l’honneur et peut-être de la vie de la reine",french
2533,"

— Dans un couvent? dit le duc. 

— Oui, dans un couvent. 

— Et dans lequel?

— Je l’ignore, le secret a été bien gardé…

— Je le saurai, moi!

— Et Votre Éminence me dira dans quel couvent est cette femme?

— Je n’y vois pas d’inconvénient, dit le cardinal",french
2534," Planchet, deux heures
auparavant, était venu demander à dîner à son maître, lequel lui avait
répondu par le proverbe: «Qui dort dîne. » Et Planchet dînait en
dormant. 

Un homme fut introduit, de mine assez simple et qui avait l’air d’un
bourgeois",french
2535," Athos vit le mouvement; il fit un pas vers les mousquetons,
sur lesquels les trois amis avaient les yeux fixés en hommes mal
disposés à se laisser arrêter.  Le cardinal était, lui, troisième; les
mousquetaires, y compris les laquais, étaient sept: il jugea que la
partie serait d’autant moins égale, qu’Athos et ses compagnons
conspiraient réellement; et, par un de ces retours rapides qu’il tenait
toujours à sa disposition, toute sa colère se fondit dans un sourire",french
2536," Ah! que m’importent à moi tous les trésors
du monde et tous les rois de la terre! Huit jours après, j’étais de
retour, madame.  Cette fois, vous n’avez rien eu à me dire: j’avais
risqué ma faveur, ma vie, pour vous voir une seconde, je n’ai pas même
touché votre main, et vous m’avez pardonné en me voyant si soumis et si
repentant",french
2537," ‘You may as well do
that as anything else, I suppose?’

I could not help laughing again, at his balancing all callings and
professions so equally; and I told him so. 

‘What is a proctor, Steerforth?’ said I",english
2538,"’

‘I wish you would,’ said Mrs.  Steerforth, with a smile. 

‘Oh! I really will, you know!’ she answered.  ‘I will learn frankness
from--let me see--from James. ’

‘You cannot learn frankness, Rosa,’ said Mrs",english
2539," I never thought that I had a curious couple of
guardians, in my aunt and Mr.  Dick.  I never thought of anything about
myself, distinctly.  The two things clearest in my mind were, that a
remoteness had come upon the old Blunderstone life--which seemed to lie
in the haze of an immeasurable distance; and that a curtain had for ever
fallen on my life at Murdstone and Grinby’s",english
2540,"»

Porthos regarda la bouteille qui était près de lui, et il espéra
qu’avec du vin, du pain et du fromage il dînerait; mais le vin
manquait, la bouteille était vide; M.  et Mme Coquenard n’eurent point
l’air de s’en apercevoir",french
2541," As to her family, they were totally
unworthy of her, and their sentiments were utterly indifferent to him,
and they might--I quote his own expression--go to the Devil. 

Mr.  Micawber then delivered a warm eulogy on Traddles",english
2542,"’

‘Mrs.  Gummidge?’ I suggested. 

It was a pleasant key to touch, for Mr.  Peggotty suddenly burst into a
roar of laughter, and rubbed his hands up and down his legs, as he had
been accustomed to do when he enjoyed himself in the long-shipwrecked
boat",english
2543," Mr.  Micawber was of her opinion. 

‘In reference to our domestic preparations, madam,’ said Mr.  Micawber,
with some pride, ‘for meeting the destiny to which we are now understood
to be self-devoted, I beg to report them",english
2544,"»

Et elle s’appliqua à donner à son visage une expression de candeur
parfaite. 

— Vous seriez donc tentée de croire, dit l’abbesse, que cette jeune
femme est innocente?

— M.  le cardinal ne punit pas que les crimes, dit-elle; il y a
certaines vertus qu’il poursuit plus sévèrement que certains forfaits",french
2545,"

— Mais avant de s’évanouir il a rassemblé toutes ses forces pour vous
appeler et vous défier en vous appelant. 

— Mais c’est donc le diable en personne que ce gaillard-là! s’écria
l’inconnu. 

— Alors, dit froidement l’inconnu, c’est quelque prince du sang
déguisé",french
2546," But I don’t allow anybody to ride over that turf.  I make
no exceptions.  I don’t allow anybody to do it.  ‘You are the Mr. 
Murdstone who married the widow of my late nephew, David Copperfield, of
Blunderstone Rookery!--Though why Rookery, I don’t know!’

‘I am,’ said Mr",english
2547," les échevins de la ville de Paris. 

Quoique d’Artagnan ne connût point la reine, il distingua sa voix des
autres voix, d’abord à un léger accent étranger, puis à ce sentiment de
domination naturellement empreint dans toutes les paroles souveraines",french
2548,"

‘Very sad, is it not?’ returned Traddles.  ‘But in a merely domestic view
it is not so bad as it might be, because Sophy takes her place.  She is
quite as much a mother to her mother, as she is to the other nine",english
2549,"

Une heure après fut promulguée dans Londres l’ordonnance de ne laisser
sortir des ports aucun bâtiment chargé pour la France, pas même le
paquebot des lettres.  Aux yeux de tous, c’était une déclaration de
guerre entre les deux royaumes",french
2550,"

I was in Switzerland.  I had come out of Italy, over one of the great
passes of the Alps, and had since wandered with a guide among the
by-ways of the mountains.  If those awful solitudes had spoken to my
heart, I did not know it",english
2551,"

‘And you,’ said he.  ‘I am sorry to observe that you have lost your
husband. ’

‘Ha!’ said he; ‘that’s a comfortable reflection.  You have done your
duty?’

‘I have not worn anybody’s life away,’ said Peggotty, ‘I am thankful to
think! No, Mr",english
2552," Peggotty, unless you can induce your gentle niece to
come back (for whom I vacate this seat in the corner), I shall go. 
Any gap at your fireside on such a night--such a gap least of all--I
wouldn’t make, for the wealth of the Indies!’

So Mr",english
2553,"
D’Artagnan crut que cet espace lui suffirait, et il s’élança pour
passer comme une flèche entre eux deux.  Mais d’Artagnan avait compté
sans le vent. 

D’Artagnan, entendant jurer le mousquetaire, voulut sortir de dessous
le manteau qui l’aveuglait, et chercha son chemin dans le pli",french
2554," Mais M.  de La Trémouille, déjà prévenu par son écuyer
dont, comme on le sait, Bernajoux était le parent, lui fit répondre que
ce n’était ni à M.  de Tréville, ni à ses mousquetaires de se plaindre,
mais bien au contraire à lui dont les mousquetaires avaient chargé les
gens et voulu brûler l’hôtel",french
2555,"

Grimaud obéit aussitôt.  De leur côté, les trois amis avaient chargé
leurs armes; une seconde décharge suivit la première: le brigadier et
deux pionniers tombèrent morts, le reste de la troupe prit la fuite",french
2556," ‘Here! You may take it back!’

‘You bad man,’ returned my aunt, with great emotion; ‘how can you use me
so? But why do I ask? It is because you know how weak I am! What have
I to do, to free myself for ever of your visits, but to abandon you to
your deserts?’

‘And why don’t you abandon me to my deserts?’ said he",english
2557," I told him all I knew, but he would have believed
anything I might have taken it into my head to impart to him; for he
had a profound veneration for my abilities, and informed his wife in my
hearing, on that very occasion, that I was ‘a young Roeshus’--by which I
think he meant prodigy",english
2558,"
Monsieur, du comte de Soissons, du grand prieur, du duc de Longueville,
du duc d’Elbeuf, du comte d’Harcourt, du comte de La Roche-Guyon, de M. 
de Liancourt, de M.  de Baradas, du comte de Cramail et du chevalier de
Souveray",french
2559," Décidément, Aramis, tu es plein de sagesse. »

Les jeunes gens éclatèrent de rire, et comme on le pense bien,
l’affaire n’eut pas d’autre suite.  Au bout d’un instant, la
conversation cessa, et les trois gardes et le mousquetaire, après
s’être cordialement serré la main, tirèrent, les trois gardes de leur
côté et Aramis du sien",french
2560,"’

At nine, accordingly, we went out in a little chariot, and drove to
London.  We drove a long way through the streets, until we came to one of
the large hospitals.  Standing hard by the building was a plain hearse",english
2561," Gummidge say?’ I asked, when I was grave enough. 

‘If you’ll believe me,’ returned Mr.  Peggotty, ‘Missis Gummidge, ‘stead
of saying “thank you, I’m much obleeged to you, I ain’t a-going fur
to change my condition at my time of life,” up’d with a bucket as was
standing by, and laid it over that theer ship’s cook’s head ‘till he
sung out fur help, and I went in and reskied of him",english
2562," Viens, mon ami, viens que je t’embrasse, le bonheur
m’étouffe!»

Et les deux amis se mirent à danser autour du vénérable saint
Chrysostome, piétinant bravement les feuillets de la thèse qui avaient
roulé sur le parquet",french
2563,"
Peggotty remained with us.  He lived with us during the whole term of his
stay,--which, I think, was something less than a month,--and his sister
and my aunt came to London to see him.  Agnes and I parted from him
aboard-ship, when he sailed; and we shall never part from him more, on
earth",english
2564,"’

‘And at last took the blame upon himself,’ added my aunt; ‘and wrote me
a mad letter, charging himself with robbery, and wrong unheard of.  Upon
which I paid him a visit early one morning, called for a candle, burnt
the letter, and told him if he ever could right me and himself, to
do it; and if he couldn’t, to keep his own counsel for his daughter’s
sake",english
2565,"

Comme l’avait pensé Porthos, la cavalcade fit bon effet; et si Mme
Coquenard s’était trouvée sur le chemin de Porthos et eût pu voir quel
grand air il avait sur son beau genet d’Espagne, elle n’aurait pas
regretté la saignée qu’elle avait faite au coffre- fort de son mari",french
2566,"

— Monseigneur, Milady est un ange, vous le savez bien, et je vous
demande sa liberté. 

— Ah çà, dit Buckingham, êtes-vous fou de me parler ainsi?

— Milord, excusez-moi! je parle comme je puis; je me contiens",french
2567,"

— Vous en avez une au coeur, Aramis, une plus vive et plus sanglante,
une blessure faite par une femme. »

L’oeil d’Aramis étincela malgré lui. 

«Ah! dit-il en dissimulant son émotion sous une feinte négligence, ne
parlez pas de ces choses-là; moi, penser à ces choses-là! avoir des
chagrins d’amour? _Vanitas vanitatum_! Me serais-je donc, à votre avis,
retourné la cervelle, et pour qui? pour quelque grisette, pour quelque
fille de chambre, à qui j’aurais fait la cour dans une garnison, fi!

— Pardon, mon cher Aramis, mais je croyais que vous portiez vos visées
plus haut",french
2568,"

On eût dit qu’entre cet homme et ses inférieurs la langue parlée
n’existait pas ou devenait inutile. 

Enfin Milady n’y put tenir plus longtemps, elle rompit le silence:

«Au nom du Ciel, monsieur! s’écria-t-elle, que veut dire tout ce qui se
passe? Fixez mes irrésolutions; j’ai du courage pour tout danger que je
prévois, pour tout malheur que je comprends",french
2569,"

Mme Bonacieux la regarda fuir, sans pouvoir la suivre; elle était comme
ces gens qui rêvent qu’on les poursuit et qui essayent vainement de
marcher. 

Quelques minutes se passèrent, un bruit affreux retentissait à la
porte; à chaque instant Mme Bonacieux s’attendait à voir reparaître
Milady, qui ne reparaissait pas",french
2570," Peggotty, ‘upon my knee; and many a time you might have seen
me sitting at their doors, when night was coming in, a’most as if they’d
been my Darling’s children.  Oh, my Darling!’

Overpowered by sudden grief, he sobbed aloud",english
2571,"

‘Stay with us, Trotwood, eh?’ he said in his usual manner, and as if
he were answering something I had just said.  ‘I am glad of it.  You are
company to us both.  It is wholesome to have you here.  Wholesome for me,
wholesome for Agnes, wholesome perhaps for all of us",english
2572," Anyway, it’s an uncertain state of matters, you see. ’

‘I see,’ said I. 

‘Consequently,’ pursued Mr.  Omer, ‘Em’ly’s still a little down, and a
little fluttered; perhaps, upon the whole, she’s more so than she was",english
2573,"’

‘Sir,’ said Mr.  Littimer, without looking up, ‘if my eyes have not
deceived me, there is a gentleman present who was acquainted with me
in my former life.  It may be profitable to that gentleman to know, sir,
that I attribute my past follies, entirely to having lived a thoughtless
life in the service of young men; and to having allowed myself to be led
by them into weaknesses, which I had not the strength to resist",english
2574,"

Un peu au-delà de Fromelles, l’orage éclata; on déploya les manteaux;
il restait encore trois lieues à faire: on les fit sous des torrents de
pluie. 

D’Artagnan avait ôté son feutre et n’avait pas mis son manteau; il
trouvait plaisir à laisser ruisseler l’eau sur son front brûlant et sur
son corps agité de frissons fiévreux",french
2575,"

— Bah! s’écria Porthos, impossible! elle a voulu faire tuer son
beau-frère?

— Oui. 

— Elle était mariée? demanda Aramis. 

— Oui. »

Il y eut un instant de froid silence, pendant lequel chacun se sentit
impressionné selon sa nature",french
2576," Lovers had loved before, and lovers would love again; but
no lover had loved, might, could, would, or should ever love, as I loved
Dora.  The more I raved, the more Jip barked.  Each of us, in his own way,
got more mad every moment",english
2577," I was quite
heart-broken myself, and am afraid that in the first transports of
wounded tenderness I called Peggotty a ‘Beast’.  That honest creature was
in deep affliction, I remember, and must have become quite buttonless
on the occasion; for a little volley of those explosives went off,
when, after having made it up with my mother, she kneeled down by the
elbow-chair, and made it up with me",english
2578," Pardieu! si nous en croyons les signes que nous
fait Grimaud, nous allons avoir affaire à un bien plus grand nombre de
gens. 

— Quels hommes?

— Seize pionniers, quatre soldats. 

— À combien de pas sont-ils?

— À cinq cents pas",french
2579," ‘Don’t
you know? She’s going to stay for a fortnight with Mrs.  Grayper.  Mrs. 
Grayper’s going to have a lot of company. ’

Oh! If that was it, I was quite ready to go.  I waited, in the utmost
impatience, until my mother came home from Mrs",english
2580,"

Il y eut pour les fugitifs un moment terrible. 

La patrouille passa; on entendit le bruit des pas qui s’éloignait, et
le murmure des voix qui allait s’affaiblissant. 

«Maintenant, dit Felton, nous sommes sauvés",french
2581," Martin’s
Church--at the back of the church,--which is now removed altogether. 
The pudding at that shop was made of currants, and was rather a special
pudding, but was dear, twopennyworth not being larger than a pennyworth
of more ordinary pudding",english
2582,"

— Vous comprenez? dit Porthos. 

— Oui, oui, l’idée d’Athos, dirent en même temps d’Artagnan et Aramis. 

— Cette Milady, cette femme, cette créature, ce démon, a un beau-
frère, à ce que vous m’avez dit, je crois, d’Artagnan",french
2583," Porthos tressaillit; quant à Athos, il resta impassible. 

«Combien dans ce petit sac? dit-il. 

— Sept mille livres en louis de douze francs. 

— Sept mille livres! s’écria Porthos, ce mauvais petit diamant valait
sept mille livres?

— Il paraît, dit Athos, puisque les voilà; je ne présume pas que notre
ami d’Artagnan y ait mis du sien",french
2584,"

— Faites, madame, faites, et cela au plus tôt: car dans une heure le
ballet va commencer. »

La reine salua en signe de soumission et suivit les dames qui devaient
la conduire à son cabinet. 

De son côté, le roi regagna le sien",french
2585," Au
moment d’arriver à Saint-Paul, lieu où l’on exécutait les condamnés de
la Bastille, il faillit s’évanouir et se signa deux fois.  Il avait cru
que la voiture devait s’arrêter là.  La voiture passa cependant",french
2586," Mell and I, at the upper end
of a long bare dining-room, full of deal tables, and smelling of fat. 
Then, we had more tasks until tea, which Mr.  Mell drank out of a blue
teacup, and I out of a tin pot",english
2587,"

Felton prit le sac et le jeta au pied du mur. 

«Maintenant, dit-il, voulez-vous venir?

— Me voici. »

Milady monta sur un fauteuil et passa tout le haut de son corps par la
fenêtre: elle vit le jeune officier suspendu au-dessus de l’abîme par
une échelle de corde",french
2588,"’

She stood quite still, before the Doctor, and spoke with an earnestness
that thrilled me.  Yet her voice was just as quiet as before. 

‘When he was waiting to be the object of your munificence, so freely
bestowed for my sake, and when I was unhappy in the mercenary shape
I was made to wear, I thought it would have become him better to have
worked his own way on",english
2589," Il prit l’argent que lui présenta Athos, le tourna et le
retourna dans ses mains, et tout à coup, s’écriant que la pièce était
fausse, il déclara qu’il allait le faire arrêter, lui et son compagnon,
comme faux-monnayeurs",french
2590,"»

Et Ketty, qui n’avait point lâché la main de d’Artagnan, l’entraîna par
un petit escalier sombre et tournant, et, après lui avoir fait monter
une quinzaine de marches, ouvrit une porte. 

«Entrez, monsieur le chevalier, dit-elle, ici nous serons seuls et nous
pourrons causer",french
2591," Micawber at the same time.  One of them was
always taking refreshment. 

There were two other children; Master Micawber, aged about four, and
Miss Micawber, aged about three.  These, and a dark-complexioned young
woman, with a habit of snorting, who was servant to the family, and
informed me, before half an hour had expired, that she was ‘a Orfling’,
and came from St",english
2592," I remembered her, from that instant, only as the young mother
of my earliest impressions, who had been used to wind her bright curls
round and round her finger, and to dance with me at twilight in the
parlour",english
2593,"

«Lis donc, dit-il, lis donc, je n’y vois plus; lis donc! car bientôt
peut-être je n’entendrai plus, et je mourrai sans savoir ce qu’elle m’a
écrit. »

La Porte ne fit plus de difficulté, et lut:

«Milord,
    «Par ce que j’ai, depuis que je vous connais, souffert par vous et
    pour vous, je vous conjure, si vous avez souci de mon repos,
    d’interrompre les grands armements que vous faites contre la France
    et de cesser une guerre dont on dit tout haut que la religion est
    la cause visible, et tout bas que votre amour pour moi est la cause
    cachée",french
2594," Accordingly, it was locked up in his box, and
drawn off by himself in a phial, and administered to me through a
piece of quill in the cork, when I was supposed to be in want of a
restorative.  Sometimes, to make it a more sovereign specific, he was so
kind as to squeeze orange juice into it, or to stir it up with ginger,
or dissolve a peppermint drop in it; and although I cannot assert that
the flavour was improved by these experiments, or that it was exactly
the compound one would have chosen for a stomachic, the last thing at
night and the first thing in the morning, I drank it gratefully and was
very sensible of his attention",english
